"25.    ДАННЫЕ ОБ ИСПЫТАНИЯХ"     
"ТН-2 ф.А" 01.03.2018 P02910201453 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ЛОПС/001522
"ТТ ВЛ 110 Пахра-Тураево с отп. ф.А" 15.03.2018 P02910207463 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ЛОПС/001550
"АТ-2 (ст.)" 27.07.1998 P02910181386 "ИСПЫТАНИЙ СИЛОВОГО ТРЁХОБМОТОЧНОГО ТРЕХФАЗНОГО АВТОТРАНСФОРМАТОРА"  0291-98/Т_АТ3/000001
"Ввод ВН 220 ф.В" 01.08.2014 P02910183003 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ ВВОДОВ"  0291-14/АРГ_ВВ/000038
"Ввод ВН 220 ф.С" 01.08.2014 P02910183003 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ ВВОДОВ"  0291-14/АРГ_ВВ/000039
"АТ-2 (ст.)" 18.06.2017 P02910183003 "ИСПЫТАНИЙ СИЛОВОГО ТРЁХОБМОТОЧНОГО ТРЕХФАЗНОГО АВТОТРАНСФОРМАТОРА"  0291-17/Т_АТ3/000187
"АТ-3 (ст.)" 01.08.2017 P02910164941 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-17/ОСМОТР/000158
"Ввод СН 110 ф.А" 01.08.2017 P02910164941 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-17/ОСМОТР/000158
"Ввод СН 110 ф.В" 01.08.2017 P02910164941 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-17/ОСМОТР/000158
"АТ-1 (ст.)" 24.08.2018 P02910182603 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-18/ХАРГ_Т/000664
"Ввод ВН 220 ф.С" 18.07.2018 P02910181386 "ИСПЫТАНИЙ ВЫСОКОВОЛЬТНЫХ ВВОДОВ С БУМАЖНО-МАСЛЯНОЙ И RBP ИЗОЛЯЦИЕЙ"  0291-18/ВВ_БМИ/001027
"Ввод ВН 220 ф.В" 18.07.2018 P02910181386 "ИСПЫТАНИЙ ВЫСОКОВОЛЬТНЫХ ВВОДОВ С БУМАЖНО-МАСЛЯНОЙ И RBP ИЗОЛЯЦИЕЙ"  0291-18/ВВ_БМИ/001027
"Ввод ВН 220 ф.А" 18.07.2018 P02910181386 "ИСПЫТАНИЙ ВЫСОКОВОЛЬТНЫХ ВВОДОВ С БУМАЖНО-МАСЛЯНОЙ И RBP ИЗОЛЯЦИЕЙ"  0291-18/ВВ_БМИ/001027
"РПН встр. во ввод СН-110 кВ АТ-2 ф.А" 25.10.2018 P02910181386 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-18/ХАРГ_Т/001092
"РПН в ст. СН-110 кВ АТ-3" 25.10.2018 P02910182088 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-18/ХАРГ_Т/001111
"АТ-2 (ст.)" 23.10.2018 P02910181386 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-18/ХАРГ_Т/001119
"АТ-2 (ст.)" 30.10.2017 P02910183003 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-17/ХАРГ/000190
"АТ-1 (ст.)" 10.01.2019 P02910182603 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/000007
